-2066.000000 -52.000000 -296.000000 0
-1519.000000 -135.000000 -244.000000 0
489.000000 -1023.000000 -420.000000 0
525.000000 -1373.000000 -420.000000 0
548.000000 -164.000000 -416.000000 1
662.000000 -316.000000 -416.000000 1
550.000000 -444.000000 -416.000000 1
628.000000 28.000000 -416.000000 1
380.000000 92.000000 -416.000000 1
508.000000 204.000000 -416.000000 1
196.000000 172.000000 -416.000000 1
-2924.000000 -3052.500000 -312.000000 1
-2784.000000 -3051.500000 -312.000000 1
-2603.000000 160.000000 -332.000000 0
