-957.500000 -1418.000000 94.000000 1
-1003.500000 -1504.000000 94.000000 1
-912.500000 -1589.000000 94.000000 1
-1016.500000 -1649.000000 94.000000 1
-1010.500000 -1832.000000 94.000000 1
-921.500000 -1908.000000 94.000000 1
-982.500000 -1989.000000 94.000000 1
-936.500000 -1748.000000 94.000000 1
-1540.125000 -2554.999511 109.000000 1
-1657.125000 -2555.999511 109.000000 1
-1540.125000 -2406.999511 109.000000 1
-1657.125000 -2407.999511 109.000000 1
-1535.125000 -2167.999511 109.000000 1
-1629.875000 -2083.999511 109.000000 1
