278.000000 648.500000 -232.000000 0
140.000000 2016.000000 -224.000000 0
-484.000000 1292.000000 -216.000000 0
-484.000000 1092.000000 -216.000000 0
3004.000000 -212.000000 -216.000000 0
2788.000000 -60.000000 -216.000000 0
3256.000000 1864.000000 -124.000000 0
2384.000000 2064.000000 -220.000000 0
2248.000000 1880.000000 -220.000000 0
1804.000000 2024.000000 -136.000000 0
1944.000000 -2960.000000 -172.000000 0
2072.000000 -2960.000000 -172.000000 0
828.000000 -2044.000000 -168.000000 0
-632.000000 2249.000000 -236.000000 0
