-480.000000 672.000000 -18.000000 1
-416.000000 800.000000 -18.000000 1
-480.000000 928.000000 -18.000000 1
-416.000000 1056.000000 -18.000000 1
-480.000000 1184.000000 -18.000000 1
-992.000000 32.000000 -18.000000 1
-992.000000 -288.000000 -18.000000 1
-2176.155029 1920.000000 96.000000 0
-1760.000000 -1120.000000 114.000000 1
-1552.000000 -672.000000 110.000000 1
-1216.000000 -896.000000 111.000000 1
-1568.000000 1664.000000 -16.000000 0
-416.000000 1312.000000 -18.000000 1
-480.000000 1440.000000 -18.000000 1
-992.000000 -160.000000 -14.000000 1
-1056.000000 -416.000000 -14.000000 1
