-1355.999999 -2484.999999 -461.499999 1
-1093.999999 -2482.999999 -461.499999 1
-965.999999 -2372.999999 -461.499999 1
-831.999999 -2474.999999 -461.499999 1
-698.999999 -2586.999999 -461.499999 1
-567.999999 -2481.999999 -461.499999 1
-307.499999 -2474.499999 -461.499999 1
-15.499999 -2474.499999 -461.499999 1
197.499999 -2464.999999 -461.499999 1
460.499999 -2469.499999 -390.499999 1
578.499999 -2534.499999 -390.499999 1
575.499999 -2405.499999 -390.499999 1
746.499999 -2465.499999 -390.499999 1
234.999999 2398.999999 -567.999999 1
154.999999 2615.499999 -567.999999 1
-81.999999 2487.499999 -567.999999 1
48.999999 2793.999999 -567.999999 1
-370.999999 2550.999999 -567.999999 1
-326.999999 2330.499999 -567.999999 1
-496.999999 2216.499999 -567.999999 1
-641.999999 2426.499999 -567.999999 1
-204.499999 -2473.999999 -461.499999 1
-110.499999 -2475.999999 -461.499999 1
277.499999 -2469.999999 -461.499999 1
301.999999 2715.499999 -567.999999 1
-65.999999 2258.499999 -567.999999 1
309.999999 2088.499999 -567.999999 1
-228.999999 2132.499999 -567.999999 1
-235.999999 2871.499999 -567.999999 1
-453.999999 2859.499999 -567.999999 1
-477.499999 2657.499999 -567.999999 1
-223.499999 2492.499999 -567.999999 1
-87.499999 2859.499999 -567.999999 1
-764.999999 2431.499999 -567.999999 1
2235.999999 626.999999 -443.499999 1
2240.999999 436.999999 -443.499999 1
2240.999999 246.999999 -443.499999 1
-853.999999 2430.499999 -567.999999 1
