"|LOL|XXX" "|LOL|XXX" "263533088" "346605152" "297240192" "7" "77"
"Scooby69" "Scooby69" "262324096" "333802080" "298411040" "6" "65"
"Pyky" "Pyky" "257536288" "322280640" "292177056" "7" "64"
"asu.dll" "asu.dll" "254818944" "344274048" "286638400" "5" "87"
"Sol" "Sol" "252700032" "328204416" "276150304" "6" "67"
"MiB" "MiB" "250140144" "335735904" "291234976" "5" "66"
"AnduXIK" "AnduXIK" "247662304" "324558208" "275371200" "6" "38"
"IrreguLar" "IrreguLar" "245913936" "319519392" "263984160" "8" "71"
"Urs" "Urs" "243577248" "325495680" "263023168" "7" "76"
"wZoo" "wZoo" "243285920" "306532896" "269489856" "6" "51"
"AsU" "AsU" "238968048" "318941248" "257541776" "3" "86"
"CypryS" "CypryS" "236601488" "312860320" "243201424" "4" "55"
"G10" "G10" "232384560" "299955136" "255413152" "7" "71"
"ursul fram N1" "ursul fram N1" "228739360" "321490336" "270876704" "6" "69"
"sHooT-pRo*" "sHooT-pRo*" "228421520" "284428512" "256661712" "6" "53"
"Knowledge #3sixty" "Knowledge #3sixty" "226466928" "323701152" "263740288" "6" "93"
"-Eq- George" "-Eq- George" "220846448" "269744096" "236131488" "7" "64"
"Ionela <3" "Ionela <3" "220430256" "285267840" "232800128" "7" "72"
"el.trapdejavu`" "el.trapdejavu`" "219024608" "265489952" "252317216" "5" "32"
"Andrei.fTw" "Andrei.fTw" "215157296" "262585472" "248094128" "6" "32"
