2647.000000 -1393.000000 -463.000000 1
2647.000000 -1509.000000 -435.000000 1
2647.000000 -1646.000000 -438.000000 1
2647.000000 -1798.000000 -463.000000 1
2647.000000 -1902.000000 -435.000000 1
2647.000000 -1998.000000 -418.000000 1
2647.000000 -2414.000000 -418.000000 1
2647.000000 -2543.000000 -418.000000 1
2520.000000 -2661.000000 -422.000000 1
3000.000000 -3094.000000 -480.500000 1
2720.000000 -3115.000000 -480.500000 1
2619.000000 -3022.000000 -480.500000 1
2474.000000 -3096.000000 -480.500000 1
32.000000 -1456.000000 -480.500000 1
-109.000000 -1535.000000 -438.000000 1
-251.000000 -1468.000000 -480.500000 1
-386.000000 -1550.000000 -438.000000 1
-516.000000 -1507.000000 -480.500000 1
-680.000000 -1486.000000 -438.000000 1
-850.000000 -1497.000000 -480.500000 1
-980.000000 -1441.000000 -480.500000 1
-1093.000000 -1487.000000 -480.500000 1
-1186.000000 -1598.000000 -480.500000 1
-1340.000000 -1611.000000 -438.000000 1
-1504.000000 -1571.000000 -480.500000 1
-1558.000000 -1263.000000 -438.000000 1
-1573.000000 -1038.000000 -518.000000 1
-1686.000000 -882.000000 -549.000000 1
-1791.000000 -693.000000 -601.000000 1
-1729.000000 -504.000000 -636.000000 1
1076.000000 2130.000000 -480.500000 0
1332.000000 2130.000000 -480.500000 0
-673.000000 2130.000000 -480.500000 0
-447.500000 2130.000000 -480.500000 0
3120.000000 -2238.000000 -448.500000 0
3120.000000 -2390.000000 -448.500000 0
3120.000000 -2542.000000 -448.500000 0
3120.000000 -2710.000000 -448.500000 0
-1651.000000 23.000000 -689.000000 1
-1740.000000 -148.000000 -689.000000 1
-1652.000000 -317.000000 -679.500000 1
-1678.000000 -1641.000000 -476.500000 1
-1848.000000 -1609.000000 -476.500000 1
-1848.000000 -1446.000000 -476.500000 1
-1703.000000 -1371.000000 -476.500000 1
2308.000000 2122.000000 -446.500000 0
384.000000 -1872.000000 -448.500000 1
385.000000 -2050.000000 -464.500000 1
384.000000 -2251.000000 -438.500000 1
384.000000 -2541.000000 -422.500000 1
