1055.500000 2923.500000 -890.500000 1
907.500000 3003.500000 -890.500000 1
763.500000 2913.500000 -890.500000 1
626.500000 2998.500000 -890.500000 1
494.500000 2894.500000 -890.500000 1
363.500000 2997.500000 -890.500000 1
154.000000 2930.500000 -884.500000 0
-3119.000000 2817.000000 -2691.000000 1
1638.000000 836.000000 -1807.000000 1
1755.000000 879.000000 -1804.000000 1
1525.500000 893.000000 -1801.500000 1
1429.000000 843.000000 -1801.000000 1
1306.000000 903.500000 -1810.000000 1
1235.000000 828.000000 -1805.500000 1
1209.000000 687.000000 -1824.500000 1
-2993.000000 2816.000000 -2691.000000 1
-2992.000000 -7.000000 -323.500000 1
-2830.000000 119.000000 -326.500000 1
-2991.000000 236.000000 -315.500000 1
-502.000000 2648.000000 -3218.000000 1
-247.000000 2690.500000 -3244.000000 1
-378.000000 2714.000000 -3229.500000 1
-2845.000000 -125.000000 -332.500000 1
-2982.000000 -266.000000 -313.500000 1
-2840.000000 -372.000000 -313.500000 1
-3013.000000 -481.000000 -313.500000 1
-2878.000000 -602.000000 -323.500000 1
-3015.000000 -723.000000 -329.500000 1
-2787.000000 -722.000000 -310.500000 1
