103.500000 808.500000 -376.000000 0
2419.000000 624.500000 -403.000000 0
2271.500000 -144.500000 -408.500000 0
2313.000000 -406.500000 -407.500000 0
1583.500000 -853.500000 -417.000000 0
444.500000 -987.500000 -314.000000 0
-1057.500000 -990.500000 -339.000000 0
-1844.500000 -987.500000 -311.000000 0
-1788.500000 -806.500000 -337.000000 0
3104.000000 3855.000000 -559.000000 0
3617.000000 3480.000000 -268.000000 1
3553.000000 3352.000000 -288.000000 1
3524.000000 3224.000000 -308.000000 1
3431.000000 3096.000000 -336.000000 1
3359.000000 2976.000000 -384.000000 1
3297.000000 2848.000000 -384.000000 1
3231.000000 2720.000000 -384.000000 1
3167.000000 2592.000000 -384.000000 1
-3488.000000 2304.000000 -324.000000 1
-3744.000000 2304.000000 -324.000000 1
-3616.000000 2304.000000 -324.000000 1
-3904.000000 2144.000000 -324.000000 1
-3904.000000 2016.000000 -324.000000 1
-3904.000000 1888.000000 -324.000000 1
