1975.500000 -559.500000 -288.000000 0
1947.000000 -315.000000 -288.000000 0
-1994.500000 816.000000 -291.500000 0
3326.000000 -329.000000 -289.000000 0
3550.000000 -561.000000 -289.000000 0
3082.000000 -561.000000 -289.000000 0
-371.500000 -1369.500000 -181.000000 1
-308.500000 -1369.500000 -156.000000 1
-246.500000 -1369.500000 -133.000000 1
-162.500000 -1369.500000 -113.000000 1
-102.500000 -1369.500000 -89.000000 1
-40.500000 -1369.500000 -68.000000 1
18.500000 -1369.500000 -46.000000 1
76.500000 -1369.500000 -28.000000 1
133.500000 -1369.500000 -28.000000 1
194.500000 -1369.500000 -28.000000 1
278.500000 -1369.500000 -28.000000 1
444.500000 -1369.000000 -28.000000 1
572.500000 -1366.500000 -28.000000 1
709.500000 -1366.500000 -28.000000 1
801.500000 -1365.000000 -28.000000 1
358.500000 1271.000000 -141.000000 1
3174.500000 3747.500000 -56.000000 0
3901.000000 -173.500000 -194.000000 0
-1275.000000 2339.000000 -234.000000 0
-1269.000000 2389.000000 -234.000000 0
-1763.000000 -477.000000 -291.500000 0
2634.500000 3485.500000 -111.000000 0
