704.000000 576.000000 -1120.000000 0
-832.000000 224.000000 -1887.500000 0
-832.000000 832.000000 -1887.500000 0
753.500000 -45.500000 -2712.000000 1
630.500000 -22.500000 -2712.000000 1
504.000000 -40.000000 -2712.000000 1
330.000000 22.500000 -2712.000000 1
244.500000 116.500000 -2712.000000 1
256.000000 261.000000 -2712.000000 1
456.000000 583.500000 -2712.000000 1
349.000000 518.500000 -2712.000000 1
267.000000 420.000000 -2712.000000 1
848.500000 592.000000 -2712.000000 1
600.500000 625.500000 -2712.000000 1
972.000000 211.500000 -2712.000000 1
926.000000 336.500000 -2712.000000 1
887.000000 458.000000 -2712.000000 1
