3617.000000 3480.000000 -268.500000 1
3524.000000 3224.000000 -298.500000 1
3403.000000 2990.000000 -364.000000 1
3231.000000 2720.000000 -353.500000 1
3167.000000 2592.000000 -350.500000 1
3289.000000 2847.000000 -361.500000 1
-25.500000 667.500000 -352.000000 0
2418.000000 657.500000 -403.000000 0
2271.500000 -144.500000 -408.500000 0
2313.000000 -406.500000 -407.500000 0
1585.500000 -739.500000 -417.000000 0
444.500000 -987.500000 -314.000000 0
-1112.500000 -985.500000 -339.000000 0
-1844.500000 -987.500000 -311.000000 0
-1850.500000 -713.500000 -337.000000 0
-3840.000000 1998.000000 -296.000000 1
